,name,lat,long,datetime,gauge,year,month,day,hour,abs hours
451,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-17-04,5.39,2017,3,17,4,1804
452,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-17-05,5.344166666666666,2017,3,17,5,1805
453,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-17-06,5.264166666666667,2017,3,17,6,1806
454,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-17-07,5.203333333333334,2017,3,17,7,1807
455,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-00,5.168333333333334,2017,3,18,0,1824
456,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-01,5.1775,2017,3,18,1,1825
457,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-02,5.246666666666667,2017,3,18,2,1826
458,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-03,5.440833333333333,2017,3,18,3,1827
459,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-04,5.9125000000000005,2017,3,18,4,1828
460,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-05,6.673333333333333,2017,3,18,5,1829
461,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-06,6.998333333333334,2017,3,18,6,1830
462,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-18-07,7.035833333333333,2017,3,18,7,1831
463,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-00,6.878333333333333,2017,3,19,0,1848
464,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-01,6.652500000000001,2017,3,19,1,1849
465,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-02,6.433333333333334,2017,3,19,2,1850
466,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-03,6.2266666666666675,2017,3,19,3,1851
467,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-04,6.0683333333333325,2017,3,19,4,1852
468,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-05,5.9383333333333335,2017,3,19,5,1853
469,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-06,5.790833333333333,2017,3,19,6,1854
470,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-19-07,5.669999999999999,2017,3,19,7,1855
471,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-00,5.555833333333332,2017,3,20,0,1872
472,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-01,5.449166666666667,2017,3,20,1,1873
473,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-02,5.3549999999999995,2017,3,20,2,1874
474,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-03,5.245,2017,3,20,3,1875
475,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-04,5.119166666666667,2017,3,20,4,1876
476,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-05,5.0675,2017,3,20,5,1877
477,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-06,4.9925,2017,3,20,6,1878
478,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-20-07,4.95,2017,3,20,7,1879
479,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-00,4.881666666666667,2017,3,21,0,1896
480,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-01,4.834166666666666,2017,3,21,1,1897
481,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-02,4.761666666666667,2017,3,21,2,1898
482,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-03,4.728333333333334,2017,3,21,3,1899
483,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-04,4.703333333333333,2017,3,21,4,1900
484,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-05,4.653333333333332,2017,3,21,5,1901
485,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-06,4.64,2017,3,21,6,1902
486,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-21-07,4.6433333333333335,2017,3,21,7,1903
487,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-00,4.618333333333333,2017,3,22,0,1920
488,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-01,4.614166666666667,2017,3,22,1,1921
489,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-02,4.618333333333333,2017,3,22,2,1922
490,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-03,4.607500000000001,2017,3,22,3,1923
491,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-04,4.615833333333334,2017,3,22,4,1924
492,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-05,4.616666666666666,2017,3,22,5,1925
493,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-06,4.6499999999999995,2017,3,22,6,1926
494,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-22-07,4.690833333333334,2017,3,22,7,1927
495,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-00,4.675,2017,3,23,0,1944
496,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-01,4.6575,2017,3,23,1,1945
497,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-02,4.596666666666667,2017,3,23,2,1946
498,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-03,4.555000000000001,2017,3,23,3,1947
499,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-04,4.519166666666667,2017,3,23,4,1948
500,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-05,4.460833333333333,2017,3,23,5,1949
501,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-06,4.415,2017,3,23,6,1950
502,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-23-07,4.4125000000000005,2017,3,23,7,1951
503,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-00,4.493333333333332,2017,3,24,0,1968
504,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-01,4.648333333333333,2017,3,24,1,1969
505,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-02,4.9575,2017,3,24,2,1970
506,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-03,5.220833333333333,2017,3,24,3,1971
507,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-04,5.3825,2017,3,24,4,1972
508,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-05,5.435833333333334,2017,3,24,5,1973
509,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-06,5.413333333333333,2017,3,24,6,1974
510,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-24-07,5.428333333333334,2017,3,24,7,1975
511,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-00,5.451666666666667,2017,3,25,0,1992
512,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-01,5.496666666666667,2017,3,25,1,1993
513,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-02,5.487500000000001,2017,3,25,2,1994
514,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-03,5.4425,2017,3,25,3,1995
515,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-04,5.360833333333333,2017,3,25,4,1996
516,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-05,5.2975,2017,3,25,5,1997
517,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-06,5.219166666666667,2017,3,25,6,1998
518,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-25-07,5.184166666666667,2017,3,25,7,1999
519,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-00,5.1225000000000005,2017,3,26,0,2016
520,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-01,5.055833333333332,2017,3,26,1,2017
521,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-02,4.985,2017,3,26,2,2018
522,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-03,4.935,2017,3,26,3,2019
523,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-04,4.920833333333333,2017,3,26,4,2020
524,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-05,4.975833333333334,2017,3,26,5,2021
525,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-06,5.0825000000000005,2017,3,26,6,2022
526,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-26-07,5.197500000000001,2017,3,26,7,2023
527,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-00,5.309166666666667,2017,3,27,0,2040
528,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-01,5.389166666666667,2017,3,27,1,2041
529,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-02,5.3775,2017,3,27,2,2042
530,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-03,5.344166666666666,2017,3,27,3,2043
531,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-04,5.300833333333333,2017,3,27,4,2044
532,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-05,5.2266666666666675,2017,3,27,5,2045
533,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-06,5.184166666666667,2017,3,27,6,2046
534,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-27-07,5.153333333333333,2017,3,27,7,2047
535,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-00,5.114999999999999,2017,3,28,0,2064
536,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-01,5.038333333333333,2017,3,28,1,2065
537,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-02,4.9975000000000005,2017,3,28,2,2066
538,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-03,4.914166666666667,2017,3,28,3,2067
539,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-04,4.839166666666666,2017,3,28,4,2068
540,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-05,4.7700000000000005,2017,3,28,5,2069
541,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-06,4.718333333333334,2017,3,28,6,2070
542,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-28-07,4.671666666666667,2017,3,28,7,2071
543,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-00,4.628333333333333,2017,3,29,0,2088
544,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-01,4.6241666666666665,2017,3,29,1,2089
545,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-02,4.67,2017,3,29,2,2090
546,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-03,4.740833333333333,2017,3,29,3,2091
547,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-04,4.825833333333333,2017,3,29,4,2092
548,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-05,5.023333333333333,2017,3,29,5,2093
549,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-06,5.3,2017,3,29,6,2094
550,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-29-07,5.517500000000001,2017,3,29,7,2095
551,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-00,5.694166666666667,2017,3,30,0,2112
552,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-01,5.7941666666666665,2017,3,30,1,2113
553,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-02,5.784166666666667,2017,3,30,2,2114
554,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-03,5.738333333333334,2017,3,30,3,2115
555,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-04,5.633333333333334,2017,3,30,4,2116
556,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-05,5.5249999999999995,2017,3,30,5,2117
557,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-06,5.435,2017,3,30,6,2118
558,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-30-07,5.363333333333333,2017,3,30,7,2119
559,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-00,5.302499999999999,2017,3,31,0,2136
560,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-01,5.22,2017,3,31,1,2137
561,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-02,5.118333333333332,2017,3,31,2,2138
562,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-03,5.026666666666668,2017,3,31,3,2139
563,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-04,4.9625,2017,3,31,4,2140
564,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-05,4.871666666666667,2017,3,31,5,2141
565,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-06,4.819999999999999,2017,3,31,6,2142
566,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-03-31-07,4.764166666666667,2017,3,31,7,2143
567,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-00,4.715,2017,4,1,0,2160
568,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-01,4.679166666666667,2017,4,1,1,2161
569,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-02,4.620833333333334,2017,4,1,2,2162
570,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-03,4.562499999999999,2017,4,1,3,2163
571,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-04,4.534166666666667,2017,4,1,4,2164
572,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-05,4.453333333333334,2017,4,1,5,2165
573,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-06,4.446666666666667,2017,4,1,6,2166
574,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-04-01-07,4.42,2017,4,1,7,2167
575,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-00,11.874166666666667,2017,1,5,0,96
576,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-01,11.889166666666668,2017,1,5,1,97
577,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-02,11.823333333333332,2017,1,5,2,98
578,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-03,11.774999999999999,2017,1,5,3,99
579,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-04,11.779166666666667,2017,1,5,4,100
580,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-05,11.789166666666665,2017,1,5,5,101
581,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-06,11.7875,2017,1,5,6,102
582,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-05-07,11.829166666666671,2017,1,5,7,103
583,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-00,11.840833333333334,2017,1,6,0,120
584,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-01,11.820833333333333,2017,1,6,1,121
585,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-02,11.751666666666665,2017,1,6,2,122
586,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-03,11.585833333333333,2017,1,6,3,123
587,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-04,11.5725,2017,1,6,4,124
588,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-05,11.695833333333333,2017,1,6,5,125
589,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-06,11.691666666666665,2017,1,6,6,126
590,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-06-07,11.694166666666666,2017,1,6,7,127
591,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-00,11.739166666666668,2017,1,7,0,144
592,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-01,11.784166666666666,2017,1,7,1,145
593,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-02,11.762500000000001,2017,1,7,2,146
594,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-03,11.735833333333332,2017,1,7,3,147
595,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-04,11.717500000000001,2017,1,7,4,148
596,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-05,11.748333333333335,2017,1,7,5,149
597,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-06,11.769999999999998,2017,1,7,6,150
598,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-07-07,11.783333333333331,2017,1,7,7,151
599,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-00,11.776666666666666,2017,1,8,0,168
600,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-01,11.72916666666667,2017,1,8,1,169
601,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-02,11.711666666666666,2017,1,8,2,170
602,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-03,11.724166666666669,2017,1,8,3,171
603,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-04,11.762499999999998,2017,1,8,4,172
604,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-05,11.785000000000002,2017,1,8,5,173
605,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-06,11.8975,2017,1,8,6,174
606,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-08-07,11.875,2017,1,8,7,175
607,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-00,11.905,2017,1,9,0,192
608,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-01,11.9475,2017,1,9,1,193
609,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-02,11.965833333333334,2017,1,9,2,194
610,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-03,11.959166666666667,2017,1,9,3,195
611,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-04,12.0225,2017,1,9,4,196
612,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-05,11.963333333333333,2017,1,9,5,197
613,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-06,11.926666666666668,2017,1,9,6,198
614,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-09-07,11.922499999999998,2017,1,9,7,199
615,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-00,11.919166666666667,2017,1,10,0,216
616,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-01,11.919166666666664,2017,1,10,1,217
617,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-02,11.919166666666667,2017,1,10,2,218
618,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-03,11.920833333333333,2017,1,10,3,219
619,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-04,11.926666666666664,2017,1,10,4,220
620,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-05,11.943333333333333,2017,1,10,5,221
621,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-06,11.957500000000001,2017,1,10,6,222
622,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-10-07,11.968333333333334,2017,1,10,7,223
623,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-00,11.928333333333333,2017,1,11,0,240
624,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-01,11.8825,2017,1,11,1,241
625,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-02,11.866666666666667,2017,1,11,2,242
626,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-03,11.875833333333333,2017,1,11,3,243
627,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-04,11.841666666666667,2017,1,11,4,244
628,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-05,11.809166666666668,2017,1,11,5,245
629,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-06,11.774999999999999,2017,1,11,6,246
630,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-11-07,11.785833333333331,2017,1,11,7,247
631,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-12-00,11.783333333333333,2017,1,12,0,264
632,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-12-01,11.753333333333332,2017,1,12,1,265
633,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-12-02,11.722499999999998,2017,1,12,2,266
634,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-12-03,11.716666666666667,2017,1,12,3,267
635,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-12-04,11.691666666666665,2017,1,12,4,268
636,"CLACKAMAS RIVER AT ESTACADA, OR",45.29984346,-122.3539746,2017-01-12-05,11.689166666666665,2017,1,12,5,269
